-4.483084976673126221e-01,9.365497231483459473e-01,4.977403283119201660e-01,-4.902647733688354492e-01,-2.399447709321975708e-01,4.377337396144866943e-01,8.043910861015319824e-01,1.132778406143188477e+00
2.220767438411712646e-01,-1.441999226808547974e-01,-3.016139864921569824e-01,3.925968706607818604e-01,5.480451583862304688e-01,4.669008255004882812e-01,1.161841209977865219e-02,-7.644956111907958984e-01
-1.095948293805122375e-01,2.871440351009368896e-01,-3.959964215755462646e-02,2.631387710571289062e-01,-1.527913659811019897e-01,-8.818289637565612793e-02,1.416215598583221436e-01,-1.856636106967926025e-01
-2.433978766202926636e-01,8.439503908157348633e-01,8.600522875785827637e-01,-4.058147966861724854e-01,1.432173848152160645e-01,8.893885612487792969e-01,7.640833258628845215e-01,1.101660609245300293e+00
1.031020641326904297e+00,-1.043356895446777344e+00,-1.136049181222915649e-01,8.877899646759033203e-01,1.116422057151794434e+00,9.507844597101211548e-02,-7.700471282005310059e-01,-2.151071280241012573e-01
5.708655118942260742e-01,-1.191030740737915039e+00,-2.507859170436859131e-01,6.305421590805053711e-01,3.622194230556488037e-01,-8.930809050798416138e-02,-5.187344551086425781e-01,-1.205222249031066895e+00
-1.261642575263977051e+00,3.737527132034301758e-01,6.603319644927978516e-01,4.271792471408843994e-01,-9.827332496643066406e-01,3.881981372833251953e-01,8.416125178337097168e-01,9.718060493469238281e-01
1.294156789779663086e+00,-1.172168612480163574e+00,-1.142587900161743164e+00,6.249455213546752930e-01,9.302722215652465820e-01,-3.335326313972473145e-01,-5.670269727706909180e-01,-1.020806312561035156e+00
-7.053633928298950195e-01,5.652856230735778809e-01,4.599123299121856689e-01,-2.347116619348526001e-01,-6.148117184638977051e-01,1.208392716944217682e-02,6.992158889770507812e-01,7.889882922172546387e-01
-4.200250282883644104e-02,3.686120733618736267e-02,-3.751863539218902588e-01,4.278423190116882324e-01,6.336559653282165527e-01,6.417931914329528809e-01,-5.066489577293395996e-01,-3.674387186765670776e-02
